Site_ID,FID_1,Dataset_1,Major_ID_1,Tuna_area_1,Site_Name,EJZ1,EJZ1_2,EJZ2,NINV,EJZ3a,EJZ3,EJZ3b,AKK,EJZ4,EJZ4C,LTM,EBA_FCP,KHA,MBA_LBA_T,NUZI,LBA,SM,MASS,EIA_FCP,LASS,MIA_FCP,EIA_MIA_FC,IA,IA_FCP,LIA,PASS,POINT_X,POINT_Y
LLN_282,39,LLN,LLN_282_0_0,6.24998481053,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,734092.7446,4075732.0785
LLN_283,112,LLN,LLN_283_0_0,0,Abu Batakh,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,0,0,730465.1842,4073801.81
LLN_285,111,LLN,LLN_285_0_0,3.38942516553,Wadahiya,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,2.24,0,0,2.24,0,0,0,0,0,0,0,0,732535.6927,4074029.6903
LLN_292,33,LLN,LLN_292_0_0,13.4263234653,Aweinat el-Amrin 3,0,0,0,0,0,0,0,2.72,0,0,0,0,2.72,0,2.72,0,0,2.72,0,0,0,0,0,0,0,0,719424.4392,4079018.0852
LLN_293,142,LLN,LLN_293_0_0,0,Aweinat el-Amrin 4,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,2.125,0,0,0,0,0,0,0,0,0,0,0,714422.2346,4074506.9957
LLN_296,143,LLN,LLN_296_0_0,0,Abu Qbeir North,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,712383.9818,4073135.5787
LLN_3,8,LLN,LLN_3_0_0,0,Nasran,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,721413.8391,4099170.3426
LLN_301,35,LLN,LLN_301_0_0,0,Majjreinat North,0,0,0,0,0,0,0,0,0,0,0,0,0.817128235,0,0,0,0,0.817128235,0,0,0,0,0,0,0,0,715457.1842,4072094.3513
LLN_302,87,LLN,LLN_302_0_0,18.1955954009,Na'am Jallad,0,0,0,0,0,0,0,2.38,0,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,723219.3586,4071944.7147
LLN_307,115,LLN,LLN_307_0_0,0,Hassawiyah Tahtani,0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0,716712.7759,4073155.0375
LLN_308,144,LLN,LLN_308_0_0,0,Na'am Hayar,0,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,719515.0267,4071976.55
LLN_311,181,LLN,LLN_311_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,722133.7099,4085712.0631
LLN_313,182,LLN,LLN_313_0_0,0,Khuwaith al-Ri'aydat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,722081.7689,4085795.9678
LLN_315,145,LLN,LLN_315_0_0,0,Qabbaniyat Awda,0,0,0,0,0,0,0,0,0,0,0,0,3.976078134,0,0,0,0,0,0,0,0,0,0,0,0,0,736485.293,4093539.9083
LLN_322,146,LLN,LLN_322_0_0,0,Outeldja,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,733536.0444,4107222.4877
LLN_323,147,LLN,LLN_323_0_0,0,Said,0,0,0,0,0,0,0,0,0,0,0,0,0.78539815,0,0,0,0,0,0,0,0,0,0,0,0,0,734841.4495,4109833.2979
LLN_33,183,LLN,LLN_33_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,722025.8324,4085839.9179
LLN_330,149,LLN,LLN_330_0_0,0,Ziwan,0,0,0,0,0,0,0,0,0,0,0,0,0.950331762,0,0,0,0,0,0,0,0,0,0,0,0,0,707871.4098,4104470.8156
LLN_332,184,LLN,LLN_332_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721965.9004,4085871.8817
LLN_335,150,LLN,LLN_335_0_0,0,Boutha,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,716428.9178,4059871.192
LLN_34,101,LLN,LLN_34_0_0,1.51611955407,Gir Margue,0,2.52,2.52,0,0,2.52,0,2.52,0,2.52,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,735718.9455,4098192.0107
LLN_340,207,LLN,LLN_340_1_0,5.57080872751,#N/A,0,0,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698876.50835,4098394.1668
LLN_35,15,LLN,LLN_35_0_0,13.6561948198,Guirdem Halime,0,5,5,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,733297.1358,4101108.6419
LLN_36,185,LLN,LLN_36_0_0,0,#N/A,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721881.9957,4085819.9406
LLN_37,2,LLN,LLN_37_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,723768.8908,4095160.3848
LLN_38,186,LLN,LLN_38_0_0,0,#N/A,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721826.0592,4085791.9724
LLN_39,187,LLN,LLN_39_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721802.0864,4085752.0177
LLN_40,188,LLN,LLN_40_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721774.1182,4085692.0858
LLN_42,189,LLN,LLN_42_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721810.0774,4085636.1493
LLN_43,190,LLN,LLN_43_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721802.0864,4085584.2082
LLN_44,20,LLN,LLN_44_0_0,0,Mutu,0,0,0,0,0,4.1,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,721385.8056,4089265.0609
LLN_46,191,LLN,LLN_46_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721834.0501,4085536.2627
LLN_47,21,LLN,LLN_47_0_0,3.66149231957,Hamara,0,2.04,2.04,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,721634.1165,4086708.9056
LLN_48,192,LLN,LLN_48_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,721878.0002,4085504.299
LLN_49,50,LLN,LLN_49_0_0,0,Qarassa,0,10.9,0,0,0,0,0,10.9,0,0,0,0,10.9,0,10.9,0,0,10.9,0,0,0,0,0,0,0,0,720576.4412,4078638.8408
LLN_50,193,LLN,LLN_50_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,722009.8506,4085484.3216
LLN_51,152,LLN,LLN_51_0_0,0,Qotba Tahtani,0,2.25,2.25,0,0,2.25,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,719942.2424,4095237.0037
LLN_52,6,LLN,LLN_52_0_0,0,Aziz,0,2.5536,2.5536,0,0,2.5536,0,2.5536,0,0,0,0,2.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,726356.4286,4101013.2091
LLN_54,51,LLN,LLN_54_0_0,14.2744210504,Abu Khazaf,0,6.8,0,6.8,0,0,0,6.8,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,716144.1041,4083231.2352
LLN_55,19,LLN,LLN_55_0_0,9.65146908422,Mohammed Diyab,43,0,43,0,0,43,0,43,0,43,0,0,43,0,43,0,0,43,0,0,0,0,0,0,0,0,728393.4121,4089588.6093
LLN_57,194,LLN,LLN_57_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,722081.7689,4085520.2808
LLN_58,151,LLN,LLN_58_0_0,0,Zahara Saghira,0,0,0,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,715476.4159,4050399.0897
LLN_59,25,LLN,LLN_59_0_0,7.82574944625,#N/A,0.0001,0,0.0001,0,0,0.0001,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,712485.7021,4085005.0733
LLN_60,32,LLN,LLN_60_0_0,30.0791529441,Abu Farah,6.38,0,6.38,0,0,6.38,0,6.38,0,6.38,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,733890.5264,4086178.6153
LLN_61,153,LLN,LLN_61_0_0,10.6077530142,Abu Hajjeira,0,0,0,0,0,0,0,3.042,0,0,0,0,3.042,0,0,0,0,0,0,0,0,0,0,0,0,0,736090.3657,4088672.1338
LLN_62,18,LLN,LLN_62_0_0,2.47234100155,Nabua,0,0,0,0,0,1.767145838,0,0,0,0,0,0,1.767145838,0,0,0,0,1.767145838,0,0,0,0,0,0,0,0,730930.56,4092465.965
LLN_63,52,LLN,LLN_63_0_0,0,Wulayqi Thirthar,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,726726.6898,4091212.1779
LLN_64,100,LLN,LLN_64_0_0,1.45757203091,Wulayqi West,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,733032.4947,4093063.0224
LLN_65,53,LLN,LLN_65_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,726640.1021,4088710.1451
LLN_66,195,LLN,LLN_66_0_0,0,Sufiyah,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,722153.6873,4085580.2128
LLN_67,196,LLN,LLN_67_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,722169.6691,4085644.1402
LLN_68,154,LLN,LLN_68_0_0,0,#N/A,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,723624.6354,4087689.7596
LLN_69,54,LLN,LLN_69_0_0,6.57876933137,#N/A,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,724291.5438,4081730.8732
LLN_7,197,LLN,LLN_7_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,722197.6374,4085708.0676
LLN_70,88,LLN,LLN_70_0_0,7.16653945623,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,717281.9854,4097256.7691
LLN_71,155,LLN,LLN_71_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,717673.2854,4097223.7432
LLN_72,198,LLN,LLN_72_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,718040.6042,4099639.2927
LLN_73,157,LLN,LLN_73_0_0,0,Maharkan,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,723682.4409,4103612.1262
LLN_74,12,LLN,LLN_74_0_0,10.8328407119,Shair,4,0,4,0,0,4,0,4,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,716612.5214,4103496.6251
LLN_75,158,LLN,LLN_75_0_0,9.25229572764,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,717522.9286,4102538.974
LLN_76,55,LLN,LLN_76_0_0,8.67347731351,Jihan,0,0,0,2.2896,0,0,0,0,0,0,2.2896,0,2.2896,0,2.2896,0,0,2.2896,0,0,0,0,0,0,0,0,718066.6932,4105692.5711
LLN_77,159,LLN,LLN_77_0_0,0,#N/A,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,719768.9043,4096369.5119
LLN_78,56,LLN,LLN_78_0_0,0,Khirbet ed-Dib,0,0,0,0,0,0,0,0,0,0,0,0,0.78539815,0,0,0,0,0,0,0,0,0,0,0,0,0,719998.6693,4090394.7942
LLN_79,13,LLN,LLN_79_0_0,0,Bouair,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,714165.4329,4099607.5833
LLN_80,57,LLN,LLN_80_0_0,0,Khirbet Khalil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,715257.3766,4098796.3708
LLN_81,58,LLN,LLN_81_0_0,0,Kharaydjka II,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,715243.5975,4096719.1401
LLN_82,199,LLN,LLN_82_0_0,0,Kharaydjka I,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,715262.9609,4096306.3652
LLN_83,59,LLN,LLN_83_0_0,3.89152099477,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,715611.185,4096188.822
LLN_84,10,LLN,LLN_84_0_0,0,Gunduk,0,0,0,0,0,0.42,0,0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,717659.6301,4095861.5676
LLN_85,61,LLN,LLN_85_0_0,0,Khazne,0,0,3.08,0,0,0,0,3.08,0,3.08,0,0,3.08,0,0,0,0,3.08,0,0,0,0,0,0,0,0,713551.484,4096774.5644
LLN_86,60,LLN,LLN_86_0_0,0,Dakshuriya,0,0,0,0,0,0,0,0,0,0,0,0,4.908738438,0,0,0,0,0,0,0,0,0,0,0,0,0,712435.5643,4101919.8162
LLN_87,62,LLN,LLN_87_0_0,0,Bazouna Kabira,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,731802.6239,4088159.7422
LLN_88,63,LLN,LLN_88_0_0,4.11551127444,Braish,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,708391.4743,4097100.6348
LLN_89,93,LLN,LLN_89_0_0,21.9935027102,Qabr Ahmad al Shim,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,708701.4135,4094411.5519
LLN_9,160,LLN,LLN_9_0_0,0,Rehaya 1,0,0,0,4.9875,0,0,0,0,0,0,4.9875,0,4.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,724228.542,4094017.257
LLN_90,24,LLN,LLN_90_0_0,21.0349937926,Aid,20,0,20,0,0,20,0,20,0,20,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,707994.3335,4091549.1205
LLN_91,99,LLN,LLN_91_0_0,6.51529968848,El Aatchance,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,741051.8881,4098623.0791
LLN_92,64,LLN,LLN_92_0_0,2.8394821454,Nasr,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,711342.2589,4092273.8827
LLN_93,92,LLN,LLN_93_0_0,2.37035136142,Shibaniyat Dahham,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,709848.2977,4093482.885
LLN_94,66,LLN,LLN_94_0_0,4.73715527837,Amarin,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,711320.9486,4090289.1362
LLN_95,162,LLN,LLN_95_0_0,0,Hajji Kabir,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,711532.7499,4088786.9632
LLN_96,65,LLN,LLN_96_0_0,7.58134363098,Koubeiba,2.64,0,0,0,0,2.64,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,711985.8713,4088044.6113
LLN_97,161,LLN,LLN_97_0_0,0,Hajji Kabir 2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,710891.3987,4087059.7597
NJS_1,380,NJS,NJS_1_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,65.5001,0,65.5001,0,0,0,0,16.0001,0,0,0,0,0,0,0,0,794811.300267857,4071801.74049643
NJS_10,390,NJS,NJS_10_0_0,0,#N/A,0,0,0,2.4001,0,0,0,0,0,0,0,0,5.6001,0,0,0,0,1.1001,0,2.2001,0,0,0,0,0,0,799862.39835,4073578.7478
NJS_100,384,NJS,NJS_100_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796785.5831,4074261.8396
NJS_101,302,NJS,NJS_101_0_0,22.1042881022,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2001,0,0,0,0,0,0,780149.749,4072689.5917
NJS_102,303,NJS,NJS_102_0_0,0,Khirbet Hawas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784789.4022,4071071.9072
NJS_103,385,NJS,NJS_103_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797559.5853,4067384.2516
NJS_105,304,NJS,NJS_105_0_0,7.9341190002,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8001,0,1.5001,0,0,0,0,0,0,785351.11545,4068273.1869
NJS_107,305,NJS,NJS_107_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784937.621566667,4065936.5241
NJS_108,307,NJS,NJS_108_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,3.3001,0,3.3001,0,0,0,0,0,0,783415.964733333,4063290.37998333
NJS_109,306,NJS,NJS_109_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001,0,0,0,0,0,0,786667.895966667,4065860.68956667
NJS_11,217,NJS,NJS_11_0_0,0,#N/A,0,0,0,0.7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001,0,0,0,0,0,0,798459.1738,4070510.21317143
NJS_110,309,NJS,NJS_110_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5001,0,4.6001,0,0,0,0,0,0,786549.031442857,4063297.09044286
NJS_111,308,NJS,NJS_111_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0001,0,0,0,0,0,0,789589.33185,4064686.89315
NJS_112,310,NJS,NJS_112_0_0,0,#N/A,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789054.113533333,4064060.53746667
NJS_113,311,NJS,NJS_113_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,788030.117275,4065637.96375
NJS_114,312,NJS,NJS_114_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787512.85125,4062777.756275
NJS_115,313,NJS,NJS_115_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,2.0001,0,2.0001,0,0,0,0,0,0,788572.65502,4062087.99188
NJS_116,314,NJS,NJS_116_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787168.3449,4065210.8944
NJS_117,315,NJS,NJS_117_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786210.8707,4062707.4311
NJS_118,316,NJS,NJS_118_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786884.4385,4061260.55803333
NJS_119,381,NJS,NJS_119_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796815.5247,4065608.94484
NJS_12,218,NJS,NJS_12_0_0,0,#N/A,0,0,0,3.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1001,0,2.1001,0,0,0,0,0,0,800016.385466667,4071508.79996667
NJS_120,317,NJS,NJS_120_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786828.1187,4064051.41633333
NJS_121,318,NJS,NJS_121_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,1.0001,0,1.0001,0,0,0,0,0,0.6001,789799.361375,4061875.998975
NJS_122,319,NJS,NJS_122_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790980.2497,4061251.1718
NJS_123,320,NJS,NJS_123_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,790009.3804,4059376.96433333
NJS_124,321,NJS,NJS_124_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788644.8736,4061287.7981
NJS_125,322,NJS,NJS_125_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792195.9118,4061534.1246
NJS_126,323,NJS,NJS_126_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0.5001,0,0.5001,0,0,0,0,0,0,783921.835942857,4071451.33174286
NJS_127,324,NJS,NJS_127_0_0,42.5991255304,#N/A,0,0,0,5.0002,0,0,0,0,0,0,5.0003,0,5.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,797428.27472,4063270.8198
NJS_128,325,NJS,NJS_128_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,786624.4948,4075586.793
NJS_129,326,NJS,NJS_129_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783780.6849,4061093.171225
NJS_13,219,NJS,NJS_13_0_0,0,#N/A,0,0,0,1.3004,0,0,0,0,0,0,0,0,1.3003,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,794864.00424,4068440.5601
NJS_130,327,NJS,NJS_130_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,785193.525266667,4073480.95126667
NJS_131,328,NJS,NJS_131_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0.5001,0,0.9001,0,0,0,0,0,0,783846.5652,4074229.2149
NJS_132,329,NJS,NJS_132_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,1.1001,0,0,0,0,0,0,1.1001,0,0,0,0,0,0,784841.10324,4075631.06432
NJS_133,330,NJS,NJS_133_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784847.3593,4059384.8182
NJS_134,331,NJS,NJS_134_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785299.73525,4060326.763825
NJS_135,332,NJS,NJS_135_0_0,0,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3001,0,0,0,0,0,0,786699.57515,4059174.5928
